id,name,role,level,domain,profession,skills,goal,language,format
mentee_81459941,Андрей Орлов,mentee,junior,Data Science,Data Scientist,R; kafka; numpy; python; sql; android studio,Запустить собственный продукт,ru,online
mentee_5294821f,Виктория Зайцев,mentee,middle,Frontend,TypeScript Developer,webpack; tailwind; react; angular; graphql; html,Сменить специальность,ru,online
mentee_56f926df,Максим Иванов,mentee,junior,QA,Test Analyst,python; test planning,Сменить специальность,ru+en,hybrid
mentee_5c5c5b31,Полина Николаев,mentee,junior,Frontend,Frontend Developer,react; typescript; html; tailwind,Вырасти до Senior,ru,online
mentee_0232cb0e,Екатерина Михайлов,mentee,middle,Product Analytics,Retention Analyst,amplitude; mixpanel; statistics; excel; looker; linux,Сменить специальность,ru+en,online
mentee_c20528d8,Наталья Иванов,mentee,middle,QA,Test Automation Engineer,cypress; jmeter; api testing; sql; git; appium,Улучшить soft skills,ru,online
mentee_7bfe63e6,Никита Макаров,mentee,junior,Mobile,Swift Developer,java; firebase; ui/ux; xcode; kotlin; python,Разобраться с системным дизайном,ru+en,online
mentee_b2609152,Людмила Макаров,mentee,junior,Blockchain,Crypto Analyst,solidity; python,Научиться менеджменту в IT,ru,online
mentee_cdc9dda5,Юлия Петров,mentee,junior,Game Development,Game Developer,opengl; game design; c#; unreal engine; lua,Научиться менеджменту в IT,ru,online
mentee_a967238b,Елена Никитин,mentee,junior,Frontend,UI Developer,css; angular; next.js; figma,Пройти сертификацию,ru,online
mentee_46198e4b,Наталья Козлов,mentee,senior,Mobile,Swift Developer,swift; react native; flutter; java; objective-c; kotlin; git; rest api; ui/ux; physics simulation,Вырасти до Senior,ru+en,hybrid
mentee_245b6e4b,Алина Егоров,mentee,junior,Mobile,Swift Developer,java; flutter; node.js,Освоить новый стек,ru,hybrid
mentee_4a361d0f,Вера Соколов,mentee,middle,Cybersecurity,Security Architect,penetration testing; owasp; nmap; metasploit; cryptography; burp suite; wireshark; siem,Перейти в ML/Data Science,ru,hybrid
mentee_c3a48c81,Мария Соловьёв,mentee,junior,Mobile,Mobile Architect,flutter; swift; kotlin; rest api,Улучшить soft skills,ru,offline
mentee_2f300eb4,Тамара Семёнов,mentee,junior,Data Science,NLP Engineer,docker; statistics; mlflow; numpy; microservices,Улучшить soft skills,ru,hybrid
mentee_9e031dce,Валерия Новиков,mentee,middle,Game Development,Technical Artist,c++; physics simulation; unreal engine; unity; python; allure,Научиться менеджменту в IT,ru,hybrid
mentee_78b1799d,Полина Никитин,mentee,middle,Backend,Systems Architect,rest api; kubernetes; go; postgresql; java; mongodb,Освоить облачные технологии,ru,online
mentee_2e88e290,Егор Николаев,mentee,junior,Blockchain,DeFi Developer,defi; truffle; typescript; opengl,Освоить облачные технологии,,offline
mentee_41fa337f,Антон Кузнецов,mentee,middle,Frontend,UI Developer,webpack; css; typescript; tailwind; angular; react,Улучшить soft skills,ru+en,hybrid
mentee_3d221649,Михаил Павлов,mentee,middle,Cybersecurity,Security Architect,,Вырасти до Senior,ru,online
mentee_0e6ef926,Вера Кузнецов,mentee,junior,Blockchain,Web3 Engineer,web3.js; truffle,Начать карьеру в IT,ru,online
mentee_c5c46da6,Алина Захаров,mentee,junior,Cybersecurity,SOC Analyst,network security; python; linux; nmap; burp suite; objective-c,Вырасти до Senior,ru,online
mentee_8501e9c0,Алина Макаров,mentee,junior,Data Science,Data Analyst,statistics; kafka; docker; mlflow; spark,Освоить новый стек,ru+en,online
mentee_d720f839,Ольга Иванов,mentee,middle,QA,Test Analyst,,,ru,hybrid
mentee_048ab900,Наталья Орлов,mentee,middle,DevOps,CI/CD Engineer,aws; bash; azure; ansible; kubernetes,Освоить облачные технологии,,online
mentee_3ea4be1f,Ксения Егоров,mentee,junior,Backend,API Developer,python; kafka; kubernetes; node.js; rest api,Освоить новый стек,en,online
mentee_2faae7b9,Вера Николаев,mentee,junior,QA,Performance Tester,selenium; sql; jira; git,Разобраться с архитектурой,ru,offline
mentee_fe87773d,Антон Иванов,mentee,middle,Product Analytics,Growth Analyst,statistics; tableau; a/b testing; python; google analytics; looker; amplitude,Вырасти до Senior,ru,hybrid
mentee_dcda0c1f,Алексей Егоров,mentee,junior,QA,QA Engineer,,,,
mentee_964771e8,Роман Николаев,mentee,junior,DevOps,Platform Engineer,,,,
mentee_72a47235,Тимур Лебедев,mentee,senior,Product Analytics,Growth Analyst,excel; google analytics; amplitude; mixpanel; tableau; power bi; sql; a/b testing; terraform,Запустить собственный продукт,ru,hybrid
mentee_250ef86f,Иван Иванов,mentee,senior,Product Analytics,Marketing Analyst,mixpanel; tableau; google analytics; a/b testing; power bi; looker; sql; statistics,Вырасти до Senior,,
mentee_5bc2c961,Роман Зайцев,mentee,middle,Backend,Database Engineer,microservices; python; docker; sql; go; grpc,Вырасти до Senior,en,hybrid
mentee_2390e2fd,Мария Зайцев,mentee,junior,Product Analytics,Retention Analyst,a/b testing; sql,Вырасти до Lead/Principal,ru,hybrid
mentee_aacacba5,Григорий Егоров,mentee,senior,Frontend,Angular Developer,react; graphql; html; next.js; tailwind; typescript,Освоить облачные технологии,,hybrid
mentee_cd9d736b,Денис Морозов,mentee,middle,Data Science,Research Scientist,airflow; numpy; pandas; tensorflow; pytorch; sql,Улучшить soft skills,ru,hybrid
mentee_a3dff884,Виктория Лебедев,mentee,middle,DevOps,SRE,helm; azure; bash; github actions; docker; gcp; terraform,Разобраться с архитектурой,en,hybrid
mentee_ac55a140,Сергей Лебедев,mentee,junior,Mobile,React Native Developer,firebase; swift,Улучшить soft skills,ru,online
mentee_999c176e,Светлана Борисов,mentee,senior,Game Development,Unreal Engine Developer,opengl; git; unity; blender; game design; physics simulation; unreal engine; c++,Сменить специальность,ru+en,offline
mentee_e29d74ed,Валерия Захаров,mentee,middle,Product Analytics,A/B Test Specialist,,Сменить специальность,ru+en,
mentee_230a6f1a,Ольга Павлов,mentee,junior,Game Development,Unreal Engine Developer,c++; unreal engine; lua; blender,Начать карьеру в IT,ru,online
mentee_59efd505,Дарья Никитин,mentee,senior,Game Development,Technical Artist,,Научиться менеджменту в IT,ru+en,
mentee_c92cc2ae,Кирилл Попов,mentee,junior,Data Science,NLP Engineer,R; kafka,Освоить облачные технологии,,
mentee_2cac7bab,Вера Степанов,mentee,junior,Data Science,BI Analyst,,,en,hybrid
mentee_e4885e8f,Ирина Андреев,mentee,middle,Blockchain,Smart Contract Developer,truffle; ethers.js; defi; ethereum; rust; solidity; typescript; python,Освоить новый стек,en,online
mentee_46ca8b31,Анна Смирнов,mentee,junior,QA,Test Analyst,postman; sql; jmeter; git; pytest,Перейти в другую компанию,ru,online
mentee_85d5f57a,Полина Семёнов,mentee,middle,Cybersecurity,Security Architect,metasploit; nmap; network security; owasp; wireshark; linux; cryptography; ethereum,Вырасти до Senior,en,online
mentee_557eff9e,Екатерина Николаев,mentee,junior,Frontend,Web Developer,typescript; tailwind; html; figma; angular; kubernetes,Разобраться с системным дизайном,ru,online
mentee_f6db31ba,Виктория Смирнов,mentee,junior,Data Science,Data Analyst,tensorflow; scikit-learn; numpy; spark; smart contracts,Вырасти до Senior,,
mentee_ca6a41ec,Надежда Семёнов,mentee,senior,QA,Performance Tester,allure; jira; sql; api testing; postman; python; cypress; appium,Освоить облачные технологии,en,online
mentee_a16643e7,Валерия Морозов,mentee,middle,Backend,Python Developer,python; rest api; kafka; sql; java; go; mongodb; microservices,Начать карьеру в IT,en,online
mentee_d8d04cd7,Арсений Степанов,mentee,junior,Game Development,Game Developer,python; lua; a/b testing,Пройти сертификацию,,
mentee_aff7e35a,Елена Зайцев,mentee,junior,Game Development,Unity Developer,c++; python; game design; hardhat,Разобраться с системным дизайном,ru,online
mentee_86d61d5f,Виктория Иванов,mentee,senior,Data Science,NLP Engineer,pytorch; sql; tensorflow; pandas; kafka; mlflow; numpy; spark; airflow; statistics,Вырасти до Senior,ru,hybrid
mentee_9bc88c18,Иван Фёдоров,mentee,middle,Data Science,NLP Engineer,,,,
mentee_e1d02784,Павел Новиков,mentee,junior,Mobile,Android Developer,kotlin; swift; react native; ui/ux; git,Начать карьеру в IT,ru,hybrid
mentee_ce213437,Артём Егоров,mentee,junior,Mobile,React Native Developer,firebase; objective-c; tensorflow,Перейти в другую компанию,ru+en,offline
mentee_607ddcc3,Дарья Степанов,mentee,junior,Game Development,Gameplay Programmer,game design; unreal engine; lua; c++; physics simulation,Разобраться с системным дизайном,ru,online
mentee_33ccee5d,Александр Соловьёв,mentee,junior,QA,Manual Tester,api testing; cypress; test planning; postman; selenium; blender,Запустить собственный продукт,ru,offline
mentee_468cab15,Ирина Смирнов,mentee,senior,DevOps,Platform Engineer,prometheus; azure; linux; kubernetes; jenkins; bash; aws,Освоить новый стек,ru,online
mentee_95979226,Павел Андреев,mentee,junior,QA,Test Automation Engineer,test planning; cypress; sql; git; android studio,Сменить специальность,ru,online
mentee_75950fcb,Людмила Егоров,mentee,junior,Frontend,Angular Developer,javascript; graphql; typescript,Разобраться с архитектурой,ru,online
mentee_e44cb187,Ксения Андреев,mentee,junior,Backend,Backend Developer,postgresql; redis,Разобраться с системным дизайном,ru,hybrid
mentee_22cec896,Алексей Семёнов,mentee,middle,Data Science,ML Engineer,scikit-learn; docker; python; tensorflow,Разобраться с архитектурой,ru,online
mentee_5d3c4a3d,Максим Егоров,mentee,middle,Cybersecurity,Incident Response Analyst,penetration testing; python; siem; wireshark; cryptography; burp suite,Улучшить soft skills,ru,hybrid
mentee_d60ac28e,Надежда Андреев,mentee,middle,Product Analytics,Growth Analyst,statistics; google analytics; python; looker; tableau; sql; a/b testing; excel,Освоить новый стек,ru,online
