id,name,level_raw,level_score,domain,profession,language,language_set,format,format_set,skills_normalized,skills_missing,domain_vector,domain_fallback
mentee_8af85e14,Ольга Егоров,middle,2,Game Development,Game Developer,ru,ru,hybrid,hybrid|offline|online,unreal engine; c#; python; git,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0
mentee_6ca913a1,Артём Егоров,senior,3,Mobile,iOS Developer,ru,ru,hybrid,hybrid|offline|online,git; swift; java; firebase; ui/ux; android studio; kotlin; xcode; objective-c,0,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_074bab06,Светлана Иванов,senior,3,DevOps,SRE,,,,,,1,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_2cca7944,Максим Васильев,junior,1,DevOps,Infrastructure Engineer,ru+en,en|ru,online,online,,1,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0
mentee_d654f169,Валерия Иванов,junior,1,QA,Test Analyst,ru,ru,online,online,sql; selenium; test planning; jira,0,"0.0357,0.0184,0.0172,0.0346,0.0031,0.0118,0.0482,0.03,0.0469,0.7541",0
mentee_7fcc148b,Вера Волков,junior,1,Product Analytics,Product Analyst,ru+en,en|ru,online,online,,1,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0
mentee_826225b1,Тамара Фёдоров,junior,1,Game Development,Game Developer,ru,ru,online,online,lua; opengl; git; physics simulation; grafana,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0
mentee_f752e37c,Ксения Иванов,senior,3,QA,QA Engineer,en,en,hybrid,hybrid|offline|online,api testing; test planning; git; python; jira; jmeter; pytest; selenium; appium,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0
mentee_460cf53a,Никита Степанов,junior,1,Blockchain,Crypto Analyst,en,en,online,online,smart contracts; nft; solidity; rust,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0
mentee_c2ca462f,Роман Соколов,junior,1,Data Science,Research Scientist,en,en,hybrid,hybrid|offline|online,docker; sql; statistics; pytorch; spark,0,"0.0847,0.0166,0.0225,0.7038,0.0269,0.0117,0.0174,0.0093,0.0745,0.0327",0
mentee_a57629dd,Татьяна Кузнецов,junior,1,Blockchain,Web3 Engineer,ru,ru,online,online,solidity; typescript,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_fb11b777,Сергей Попов,junior,1,Product Analytics,CRM Analyst,en,en,online,online,tableau; amplitude,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
mentee_634af1da,Екатерина Фёдоров,junior,1,Data Science,MLOps Engineer,ru,ru,online,online,tensorflow; spark; scikit-learn; kafka,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0
mentee_8de0592b,Елена Иванов,junior,1,Blockchain,Crypto Analyst,ru,ru,online,online,web3.js; ethers.js; rust; typescript; defi,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0
mentee_375c8910,Михаил Андреев,junior,1,Frontend,Frontend Developer,ru,ru,hybrid,hybrid|offline|online,tailwind; angular,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0
mentee_0c05b635,Ксения Зайцев,junior,1,Cybersecurity,Incident Response Analyst,,,,,,1,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0
mentee_d77be40d,Владимир Зайцев,junior,1,Data Science,Computer Vision Engineer,ru,ru,online,online,docker; statistics; python,0,"0.0812,0.0129,0.012,0.7078,0.0338,0.0096,0.0223,0.0055,0.0831,0.0316",0
mentee_2d92ba8f,Егор Никитин,junior,1,Frontend,Vue Developer,ru,ru,online,online,html; next.js; graphql,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_c936c0bc,Владимир Андреев,senior,3,Cybersecurity,Penetration Tester,ru+en,en|ru,online,online,metasploit; linux; cryptography; burp suite; python; nmap; siem; network security; owasp; wireshark,0,"0.0171,0.027,0.8134,0.0177,0.0504,0.0078,0.0192,0.0067,0.0241,0.0167",0
mentee_1bc3eb49,Арсений Орлов,junior,1,Game Development,Gameplay Programmer,ru,ru,hybrid,hybrid|offline|online,python; c#; c++,0,"0.021,0.022,0.0175,0.02,0.0098,0.0083,0.7923,0.0373,0.0261,0.0457",0
mentee_1f5d1159,Надежда Иванов,senior,3,Game Development,Technical Artist,ru+en,en|ru,offline,offline,,1,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
mentee_04a1c480,Роман Егоров,junior,1,DevOps,Kubernetes Engineer,ru,ru,online,online,github actions; prometheus,0,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0
mentee_64b55d4e,Виктория Макаров,middle,2,QA,Test Automation Engineer,ru+en,en|ru,hybrid,hybrid|offline|online,jmeter; test planning; git; sql; prometheus,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_ce6a04a0,Дарья Михайлов,middle,2,Product Analytics,Growth Analyst,ru,ru,hybrid,hybrid|offline|online,mixpanel; amplitude; a/b testing; python; power bi; excel; sql; burp suite,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0
mentee_3f90ce87,Полина Волков,junior,1,Cybersecurity,AppSec Engineer,ru,ru,online,online,penetration testing; network security; python; linux; wireshark,0,"0.0195,0.026,0.8141,0.016,0.0521,0.0034,0.0211,0.0032,0.0272,0.0175",0
mentee_a3f6af87,Михаил Егоров,junior,1,Blockchain,Solidity Developer,,,hybrid,hybrid|offline|online,smart contracts; solidity; python; nft,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0
mentee_a6c66051,Кирилл Андреев,middle,2,QA,QA Lead,ru,ru,hybrid,hybrid|offline|online,selenium; jira; allure; sql; pytest; api testing; postman,0,"0.0365,0.016,0.0163,0.0362,0.006,0.0138,0.0503,0.0255,0.0415,0.7579",0
mentee_d954754d,Роман Михайлов,middle,2,Backend,Go Developer,en,en,online,online,kafka; python; postgresql; sql; docker; mongodb; node.js; rest api,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_13b4f187,Алина Новиков,middle,2,Data Science,BI Analyst,en,en,online,online,,1,"0.095,0.0195,0.0157,0.6874,0.0327,0.0077,0.0146,0.0101,0.0806,0.0366",0
mentee_abd840bb,Антон Егоров,senior,3,Data Science,MLOps Engineer,ru,ru,online,online,spark; tensorflow; numpy; python; r; pytorch; sql; helm,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0
mentee_48e9a234,Дарья Петров,junior,1,Frontend,TypeScript Developer,en,en,hybrid,hybrid|offline|online,html; graphql; figma,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0
mentee_cfb095d1,Людмила Степанов,senior,3,Backend,Software Engineer,ru,ru,online,online,,1,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0
mentee_0160c000,Егор Орлов,middle,2,QA,QA Engineer,ru,ru,hybrid,hybrid|offline|online,pytest; jira; sql; selenium; cypress; git; python; appium,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0
mentee_5628d3ba,Татьяна Васильев,middle,2,Product Analytics,CRM Analyst,en,en,online,online,sql; google analytics; python; statistics,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
mentee_3734c769,Андрей Степанов,middle,2,Product Analytics,Product Analyst,ru,ru,hybrid,hybrid|offline|online,python; a/b testing; sql; amplitude; looker; power bi; google analytics; selenium,0,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0
mentee_14f8127e,Дарья Зайцев,junior,1,Cybersecurity,Security Architect,en,en,online,online,linux; wireshark; siem,0,"0.0145,0.0202,0.8354,0.0142,0.0483,0.007,0.0196,0.0106,0.0172,0.013",0
mentee_b7a969d9,Арсений Борисов,junior,1,Frontend,UI Developer,en,en,online,online,react; graphql; ethers.js,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_9be5e831,Виктория Соловьёв,senior,3,Backend,API Developer,ru,ru,,,,1,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0
mentee_8f6234ef,Михаил Борисов,junior,1,Cybersecurity,AppSec Engineer,,,hybrid,hybrid|offline|online,metasploit; penetration testing; wireshark; linux,0,"0.0195,0.026,0.8141,0.016,0.0521,0.0034,0.0211,0.0032,0.0272,0.0175",0
mentee_6c9886bc,Григорий Лебедев,junior,1,Frontend,UI Developer,ru,ru,online,online,vue; figma; vite,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_59d9b6b1,Наталья Захаров,junior,1,Game Development,Game Developer,en,en,hybrid,hybrid|offline|online,opengl; blender,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0
mentee_e59d9698,Денис Павлов,junior,1,Game Development,Technical Artist,en,en,hybrid,hybrid|offline|online,physics simulation; python; lua; c#; c++,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
mentee_89246e88,Елена Новиков,middle,2,Blockchain,Crypto Analyst,,,,,,1,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0
mentee_a1784a1d,Татьяна Степанов,senior,3,Blockchain,Solidity Developer,en,en,online,online,smart contracts; python; rust; typescript; defi; ethers.js; nft,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0
mentee_04a3f2ad,Ирина Соколов,middle,2,Frontend,TypeScript Developer,ru,ru,offline,offline,next.js; vite; tailwind; html; vue; webpack,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0
mentee_99aefa09,Роман Петров,junior,1,DevOps,SRE,ru,ru,online,online,github actions; ansible; aws; gcp; jenkins,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_7afd8bae,Светлана Алексеев,middle,2,Cybersecurity,Security Engineer,ru,ru,online,online,burp suite; wireshark; python; siem,0,"0.0189,0.0201,0.8251,0.0179,0.0412,0.0105,0.017,0.0053,0.0267,0.0173",0
mentee_681566f7,Владимир Николаев,middle,2,DevOps,Cloud Engineer,,,hybrid,hybrid|offline|online,gcp; aws; grafana; github actions; typescript,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0
mentee_95fbdd69,Арсений Новиков,senior,3,Data Science,ML Engineer,,,,,r; pandas; docker; kafka; sql; scikit-learn; python,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_4090a3f3,Елена Фёдоров,junior,1,Backend,Java Developer,ru+en,en|ru,online,online,node.js; mongodb; microservices; kubernetes; rest api,0,"0.6078,0.0296,0.0168,0.0856,0.0706,0.0073,0.0234,0.0744,0.0485,0.0358",0
mentee_9d3f300d,Сергей Зайцев,junior,1,Data Science,NLP Engineer,ru,ru,hybrid,hybrid|offline|online,scikit-learn; airflow; mlflow; python; numpy; rest api,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0
mentee_1a0ce7e6,Максим Новиков,junior,1,Product Analytics,Web Analyst,ru,ru,online,online,,1,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0
mentee_0b0fd796,Ксения Соколов,junior,1,Blockchain,Solidity Developer,ru,ru,hybrid,hybrid|offline|online,web3.js; typescript; defi,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0
mentee_1bb0eb7c,Елена Соколов,senior,3,QA,QA Engineer,ru,ru,online,online,jira; python; appium; test planning; selenium; sql; cypress; allure; jmeter,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0
mentee_49c75ad6,Никита Соколов,junior,1,QA,Test Automation Engineer,ru,ru,offline,offline,appium; jira; cypress; jmeter,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_3b71a553,Артём Семёнов,junior,1,Data Science,Research Scientist,ru,ru,online,online,sql; mlflow,0,"0.0847,0.0166,0.0225,0.7038,0.0269,0.0117,0.0174,0.0093,0.0745,0.0327",0
mentee_8d4bed95,Кирилл Михайлов,junior,1,QA,QA Engineer,en,en,hybrid,hybrid|offline|online,appium; cypress; sql; postman; hardhat,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0
mentee_213a24b4,Анна Макаров,senior,3,Mobile,iOS Developer,ru,ru,online,online,kotlin; ui/ux; git; swift; xcode; objective-c; rest api,0,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_c17b06fc,Сергей Павлов,junior,1,Frontend,React Developer,en,en,hybrid,hybrid|offline|online,vue; typescript,0,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0
mentee_3e1121d5,Полина Петров,senior,3,Frontend,Vue Developer,ru,ru,hybrid,hybrid|offline|online,javascript; vue; figma; typescript; graphql; vite; react,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_2a51a66a,Андрей Михайлов,middle,2,Mobile,Swift Developer,,,,,android studio; flutter; xcode; git,0,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0
mentee_9c115fb1,Денис Васильев,middle,2,Data Science,Computer Vision Engineer,ru,ru,hybrid,hybrid|offline|online,,1,"0.0812,0.0129,0.012,0.7078,0.0338,0.0096,0.0223,0.0055,0.0831,0.0316",0
mentee_e49766df,Алина Петров,middle,2,Blockchain,Web3 Engineer,ru,ru,online,online,typescript; rust; ethers.js; solidity; postman,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_ac4ff834,Валерия Павлов,junior,1,QA,Manual Tester,ru+en,en|ru,online,online,test planning; python; appium; api testing; jira,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0
mentee_62e6f40e,Людмила Волков,senior,3,Frontend,TypeScript Developer,ru,ru,offline,offline,,1,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0
mentee_d9ebee1a,Павел Егоров,junior,1,QA,SDET,en,en,online,online,allure; selenium; jmeter,0,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0
mentee_d7ed98e6,Валерия Михайлов,middle,2,Frontend,Angular Developer,ru,ru,hybrid,hybrid|offline|online,javascript; vue; webpack; angular; graphql,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0
mentee_3860edf7,Мария Фёдоров,junior,1,QA,QA Engineer,ru,ru,online,online,,1,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0
mentee_57edc3cd,Кирилл Соловьёв,senior,3,QA,QA Engineer,en,en,online,online,python; sql; selenium; git; pytest; appium; postman; allure; jira; api testing; go,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0
mentee_0dc84856,Дмитрий Семёнов,junior,1,DevOps,Kubernetes Engineer,ru,ru,hybrid,hybrid|offline|online,github actions; grafana; linux; gcp; helm,0,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0
mentee_294d7842,Григорий Смирнов,middle,2,Product Analytics,Retention Analyst,ru,ru,online,online,statistics; a/b testing; python; google analytics; power bi; amplitude; excel; tableau,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_c2adb24e,Михаил Смирнов,senior,3,Backend,Python Developer,ru,ru,hybrid,hybrid|offline|online,,1,"0.6323,0.018,0.0178,0.085,0.0689,0.0116,0.0185,0.0788,0.0375,0.0316",0
mentee_1ebfc79b,Наталья Лебедев,junior,1,Blockchain,Smart Contract Developer,en,en,hybrid,hybrid|offline|online,rust; solidity; web3.js; ethers.js,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0
mentee_10cb7a1b,Анна Андреев,junior,1,Frontend,Angular Developer,ru,ru,online,online,tailwind; html; figma; next.js; webpack,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0
mentee_8b15e823,Антон Васильев,senior,3,Mobile,Swift Developer,ru,ru,hybrid,hybrid|offline|online,git; objective-c; xcode; react native; java; firebase; swift; rest api; ui/ux; kotlin,0,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0
mentee_d2515e54,Юлия Попов,senior,3,Data Science,MLOps Engineer,ru,ru,offline,offline,airflow; scikit-learn; r; docker; spark; numpy; pandas,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0
mentee_937279ff,Тамара Егоров,junior,1,Mobile,Flutter Developer,ru+en,en|ru,offline,offline,,1,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0
mentee_cb7e067a,Полина Васильев,middle,2,Data Science,Computer Vision Engineer,ru+en,en|ru,online,online,spark; python; pytorch; docker; pandas; tensorflow; scikit-learn,0,"0.0812,0.0129,0.012,0.7078,0.0338,0.0096,0.0223,0.0055,0.0831,0.0316",0
mentee_40c08ba9,Тамара Зайцев,junior,1,QA,Test Analyst,ru,ru,online,online,,1,"0.0357,0.0184,0.0172,0.0346,0.0031,0.0118,0.0482,0.03,0.0469,0.7541",0
mentee_6cf53f74,Анна Зайцев,junior,1,QA,Test Analyst,ru,ru,online,online,,1,"0.0357,0.0184,0.0172,0.0346,0.0031,0.0118,0.0482,0.03,0.0469,0.7541",0
mentee_eecf2980,Александр Егоров,junior,1,Backend,API Developer,en,en,hybrid,hybrid|offline|online,python; go; sql,0,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0
mentee_507cf057,Роман Попов,middle,2,Blockchain,Blockchain Developer,ru,ru,online,online,hardhat; web3.js; solidity; typescript,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_770ad066,Тамара Соловьёв,junior,1,Product Analytics,Product Analyst,ru+en,en|ru,online,online,statistics; mixpanel; python,0,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0
mentee_7f0eea3f,Максим Макаров,middle,2,Game Development,Game Developer,ru+en,en|ru,online,online,unity; physics simulation; opengl; c#; lua; c++,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0
mentee_41c4bd86,Татьяна Зайцев,middle,2,QA,Performance Tester,ru,ru,online,online,test planning; appium; jmeter; allure; sql; postman,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_d6aff55f,Артём Фёдоров,junior,1,Backend,Go Developer,,,,,,1,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_6e975a4d,Полина Лебедев,middle,2,Mobile,Mobile Architect,,,hybrid,hybrid|offline|online,objective-c; java; git; xcode,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0
mentee_52c8fa30,Кирилл Кузнецов,middle,2,Mobile,Android Developer,en,en,online,online,swift; xcode; firebase; flutter,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_bf831133,Полина Андреев,middle,2,Mobile,React Native Developer,ru,ru,online,online,ui/ux; flutter; swift; objective-c; xcode; react native; postman,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0
mentee_b857860b,Андрей Лебедев,middle,2,Product Analytics,Marketing Analyst,ru,ru,hybrid,hybrid|offline|online,sql; tableau; statistics; a/b testing,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0
mentee_b28a8770,Григорий Новиков,middle,2,DevOps,SRE,,,,,,1,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_4ab6fb67,Тамара Соколов,middle,2,Game Development,Technical Artist,ru,ru,offline,offline,unity; game design; lua; blender; python; c++; git,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
