id,name,role,level,domain,profession,skills,language,format,experience_years,available,hours_per_week,boosted,boost_k
mentor_125b9ce2,Никита Орлов,mentor,lead,Cybersecurity,Security Engineer,penetration testing; network security; nmap; siem; burp suite; metasploit; python; owasp; html,ru,hybrid,17,False,0,False,0.0
mentor_f1fc2f56,Артём Зайцев,mentor,senior,QA,QA Lead,sql; allure; jmeter; pytest; git; appium; api testing; test planning; jira,ru,online,12,True,5,False,0.0
mentor_823ac418,Арсений Петров,mentor,middle,QA,QA Engineer,allure; api testing; python; jmeter; git; jira,ru,online,6,False,0,False,0.0
mentor_5ac6d29d,Павел Козлов,mentor,senior,DevOps,DevOps Engineer,,ru,online,5,True,6,True,0.11
mentor_56e808a5,Арсений Никитин,mentor,senior,Cybersecurity,Security Architect,cryptography; wireshark; burp suite; network security; linux; python; penetration testing; owasp,,,7,True,1,False,0.0
mentor_41cae98c,Мария Борисов,mentor,middle,Product Analytics,Growth Analyst,google analytics; looker; a/b testing; excel; mixpanel; statistics; amplitude; python,ru+en,hybrid,3,False,0,True,0.19
mentor_d4f7a6a1,Андрей Козлов,mentor,senior,Frontend,Frontend Developer,graphql; next.js; html; webpack; javascript; typescript; react; angular; tailwind; vue; figma; tableau,ru,,9,True,4,True,0.06
mentor_2ba2ac68,Никита Васильев,mentor,senior,Data Science,Data Analyst,kafka; spark; docker; scikit-learn; mlflow; sql; airflow; statistics; pandas; tensorflow; python; numpy; blender,ru,online,11,False,0,False,0.0
mentor_45be1a57,Владимир Соколов,mentor,senior,Blockchain,Crypto Analyst,solidity; truffle; ethereum; ethers.js; hardhat; smart contracts; typescript; nft; rust,en,online,6,True,1,False,0.0
mentor_bc257018,Антон Петров,mentor,senior,Cybersecurity,Security Architect,burp suite; owasp; wireshark; network security; nmap; siem; linux; cryptography; penetration testing,ru+en,online,5,False,0,False,0.0
mentor_5b727c72,Алина Петров,mentor,senior,Data Science,ML Engineer,,,hybrid,9,True,2,False,0.0
mentor_04db03be,Егор Зайцев,mentor,middle,Blockchain,Web3 Engineer,nft; python; ethereum; hardhat; defi; sql,ru,online,6,True,2,False,0.0
mentor_39f65387,Антон Захаров,mentor,senior,Cybersecurity,Penetration Tester,,,,9,True,2,False,0.0
mentor_9d85cb50,Егор Попов,mentor,lead,Data Science,Data Analyst,pandas; spark; tensorflow; R; kafka; numpy; scikit-learn; pytorch; airflow; statistics,ru,offline,18,True,3,True,0.11
mentor_a0b163d5,Александр Соколов,mentor,senior,Game Development,Gameplay Programmer,opengl; unity; blender; physics simulation; lua; git; python; game design,ru,hybrid,9,True,4,False,0.0
mentor_e4a5ed01,Григорий Морозов,mentor,middle,Blockchain,DeFi Developer,hardhat; truffle; rust; defi; typescript; web3.js; ethereum; python,ru,online,2,True,6,False,0.0
mentor_575e7a51,Людмила Степанов,mentor,senior,Product Analytics,CRM Analyst,python; google analytics; amplitude; power bi; looker; sql; a/b testing; tableau; statistics; mixpanel,ru,hybrid,8,True,6,False,0.0
mentor_02f0dd22,Иван Орлов,mentor,senior,Data Science,Computer Vision Engineer,airflow; spark; kafka; pandas; sql; mlflow; scikit-learn,ru,online,6,True,3,False,0.0
mentor_0ca83c09,Ксения Соловьёв,mentor,senior,Frontend,Vue Developer,angular; react; graphql; webpack; typescript; figma; html; javascript; vite; vue; tailwind,,,7,False,0,False,0.0
mentor_922d61b2,Виктория Новиков,mentor,senior,Cybersecurity,Security Architect,,,hybrid,11,False,0,False,0.0
mentor_484433dd,Людмила Иванов,mentor,senior,DevOps,CI/CD Engineer,azure; bash; gcp; docker; grafana; terraform; github actions; linux; jenkins; prometheus; kubernetes,ru+en,online,11,True,2,False,0.0
mentor_98a62775,Екатерина Иванов,mentor,senior,DevOps,SRE,terraform; docker; kubernetes; ansible; linux; helm; prometheus; bash; react,ru+en,hybrid,9,True,5,False,0.0
mentor_61b76a24,Андрей Лебедев,mentor,lead,Product Analytics,Product Analyst,amplitude; google analytics; looker; a/b testing; tableau; sql; power bi; python; mixpanel; flutter,ru,online,20,False,0,False,0.0
mentor_6c10c176,Валерия Смирнов,mentor,middle,Frontend,React Developer,css; angular; figma; vite; graphql,ru,offline,4,True,5,False,0.0
mentor_f726fbdf,Людмила Степанов,mentor,middle,Frontend,Web Developer,tailwind; angular; html; javascript; vite; grafana,ru+en,online,2,False,0,False,0.0
mentor_2b833cec,Сергей Борисов,mentor,lead,Blockchain,Smart Contract Developer,rust; hardhat; ethereum; typescript; nft; ethers.js; defi; web3.js; truffle; python; css,ru,hybrid,16,True,1,False,0.0
mentor_423c5118,Тамара Михайлов,mentor,lead,Game Development,Unreal Engine Developer,c#; blender; lua; c++; physics simulation; python; unreal engine; game design,,online,15,True,3,False,0.0
mentor_061bdc19,Елена Попов,mentor,lead,Cybersecurity,SOC Analyst,nmap; wireshark; metasploit; owasp; penetration testing; network security; burp suite; cryptography; siem; web3.js,ru,online,16,True,6,False,0.0
mentor_3d7a1216,Елена Васильев,mentor,senior,Cybersecurity,Security Architect,,,offline,9,True,1,False,0.0
mentor_62c94c09,Александр Орлов,mentor,senior,QA,QA Lead,allure; jira; pytest; jmeter; test planning; sql; appium; api testing; python; postman,ru,hybrid,12,True,2,False,0.0
mentor_0daca167,Светлана Зайцев,mentor,lead,Data Science,Data Analyst,mlflow; pytorch; pandas; numpy; spark; python; R; scikit-learn; airflow; docker; sql; microservices,en,online,20,False,0,False,0.0
mentor_33f7a738,Екатерина Смирнов,mentor,lead,Data Science,Data Scientist,,ru,online,9,True,2,False,0.0
mentor_cc3e2cb3,Антон Егоров,mentor,lead,Frontend,Frontend Developer,typescript; html; tailwind; angular; graphql; webpack; figma; css; vite; vue; next.js; react,en,hybrid,9,True,4,False,0.0
mentor_be53ee07,Егор Михайлов,mentor,middle,Cybersecurity,Incident Response Analyst,siem; penetration testing; cryptography; burp suite; nmap; linux; metasploit; owasp; network security,en,online,3,True,5,False,0.0
mentor_ad483330,Денис Морозов,mentor,senior,Frontend,Angular Developer,angular; figma; css; vue; react; tailwind; graphql; typescript; vite,ru,online,8,True,4,False,0.0
mentor_0d561469,Дмитрий Иванов,mentor,middle,Cybersecurity,Security Architect,python; wireshark; burp suite; penetration testing; siem,ru,online,4,True,1,False,0.0
mentor_c413a9b2,Тамара Соколов,mentor,senior,Product Analytics,A/B Test Specialist,,ru+en,online,5,True,6,False,0.0
mentor_8157f173,Артём Волков,mentor,lead,Mobile,Flutter Developer,git; kotlin; react native; xcode; flutter; android studio; java; firebase; rest api,ru,offline,11,True,2,False,0.0
mentor_05a85d96,Вера Степанов,mentor,senior,Blockchain,Blockchain Developer,typescript; smart contracts; truffle; nft; ethers.js; python; hardhat,ru,offline,10,True,1,False,0.0
mentor_a355f606,Алексей Борисов,mentor,senior,Backend,Python Developer,go; sql; node.js; rest api; microservices; java; docker; grpc; postgresql; kafka,,,7,True,5,False,0.0
mentor_b8ebc87f,Дмитрий Морозов,mentor,middle,DevOps,SRE,jenkins; grafana; bash; aws; ansible; terraform; kubernetes,ru,online,6,True,8,False,0.0
mentor_0614663c,Виктория Попов,mentor,lead,QA,Test Analyst,python; cypress; git; sql; jira; selenium; appium; jmeter,en,hybrid,20,False,0,False,0.0
mentor_b8358f3f,Ирина Соколов,mentor,lead,Blockchain,DeFi Developer,rust; hardhat; ethereum; truffle; smart contracts; defi; web3.js; ethers.js; solidity,en,offline,19,False,0,False,0.0
mentor_397b282a,Максим Николаев,mentor,senior,Mobile,Swift Developer,android studio; react native; kotlin; objective-c; ui/ux; rest api; flutter; firebase; swift; xcode; java; git,,online,10,False,0,True,0.09
mentor_656e04bd,Татьяна Попов,mentor,middle,Backend,API Developer,postgresql; kafka; go; redis; mongodb; sql; grpc,ru,online,5,True,4,False,0.0
mentor_ab1baa5d,Дмитрий Егоров,mentor,middle,Backend,Systems Architect,rest api; postgresql; go; microservices; sql; docker; redis; selenium,ru+en,online,5,False,0,True,0.11
mentor_81edde73,Денис Кузнецов,mentor,middle,Data Science,Data Scientist,pytorch; spark; airflow; R; python; unreal engine,ru,online,3,True,8,False,0.0
mentor_831c2282,Полина Иванов,mentor,senior,Frontend,Angular Developer,vue; react; vite; webpack; graphql; typescript; css; next.js; angular; html,en,online,12,True,6,True,0.11
mentor_0b919228,Надежда Зайцев,mentor,middle,Blockchain,Crypto Analyst,smart contracts; ethers.js; python; truffle; nft,en,offline,4,False,0,False,0.0
mentor_51f4f1a4,Юлия Новиков,mentor,middle,Backend,Java Developer,microservices; java; redis; go; node.js; python,en,online,3,False,0,False,0.0
mentor_68acf5b4,Тамара Алексеев,mentor,middle,Mobile,Kotlin Developer,,ru,hybrid,3,False,0,True,0.16
mentor_68f24f27,Григорий Лебедев,mentor,senior,Game Development,Gameplay Programmer,physics simulation; lua; blender; python; c#; unity; unreal engine; opengl; git; c++,ru,online,8,True,2,False,0.0
mentor_98507391,Алексей Васильев,mentor,senior,Product Analytics,Web Analyst,sql; amplitude; looker; google analytics; mixpanel; a/b testing; excel,ru,online,9,True,2,False,0.0
mentor_f1b6cb59,Александр Кузнецов,mentor,senior,Blockchain,Crypto Analyst,truffle; python; typescript; ethers.js; rust; nft; solidity; web3.js,ru,hybrid,6,True,2,True,0.1
mentor_41585ee2,Павел Соловьёв,mentor,senior,Blockchain,Blockchain Developer,,,,12,True,3,False,0.0
mentor_390a213a,Арсений Лебедев,mentor,lead,Data Science,Research Scientist,pandas; tensorflow; airflow; python; scikit-learn; kafka; sql; spark; mlflow; numpy; pytorch; R,ru,online,13,True,6,False,0.0
mentor_3c9c77d1,Ксения Алексеев,mentor,senior,DevOps,Platform Engineer,ansible; jenkins; terraform; azure; prometheus; helm; bash,en,online,12,True,8,False,0.0
mentor_a3c673b8,Александр Волков,mentor,middle,Cybersecurity,AppSec Engineer,wireshark; network security; linux; python; metasploit; microservices,ru,online,2,True,6,False,0.0
mentor_26aed0b7,Анна Николаев,mentor,middle,Frontend,Web Developer,react; vue; tailwind; css; vite; figma; typescript; graphql; siem,ru,online,4,True,6,False,0.0
mentor_1250f31a,Никита Попов,mentor,senior,Mobile,Flutter Developer,,,,10,True,1,False,0.0
mentor_123ef00d,Ирина Николаев,mentor,middle,Cybersecurity,SOC Analyst,cryptography; nmap; penetration testing; siem; metasploit; linux; wireshark; owasp; python,ru,offline,5,True,8,False,0.0
mentor_7c09bb36,Людмила Смирнов,mentor,lead,Backend,API Developer,mongodb; redis; go; kubernetes; sql; rest api; grpc; python; kafka; java; microservices; node.js; postgresql; docker,ru+en,hybrid,11,True,1,False,0.0
mentor_ec83df9e,Ирина Павлов,mentor,senior,Game Development,Game Designer,git; lua; unity; unreal engine; game design; c++; python,ru,offline,10,True,4,False,0.0
mentor_5ec0cd0e,Арсений Петров,mentor,middle,Frontend,Frontend Developer,typescript; vite; figma; next.js; javascript; angular; react; vue,ru,online,4,True,4,False,0.0
mentor_6a2261e1,Денис Андреев,mentor,middle,Game Development,Gameplay Programmer,unreal engine; game design; physics simulation; opengl; blender; unity,ru,online,4,True,2,False,0.0
mentor_4ef90c69,Тамара Волков,mentor,senior,Backend,Go Developer,python; kafka; mongodb; grpc; kubernetes; microservices; sql; rest api; node.js; java; docker,ru,online,9,False,0,False,0.0
mentor_2b8923eb,Григорий Соловьёв,mentor,middle,Data Science,Data Scientist,kafka; mlflow; airflow; statistics; pytorch; pandas,en,,6,True,5,False,0.0
mentor_ff8225f3,Екатерина Павлов,mentor,middle,QA,Performance Tester,,,,5,True,6,True,0.13
mentor_e5d06915,Кирилл Попов,mentor,middle,Product Analytics,Growth Analyst,looker; python; excel; amplitude; google analytics; mixpanel; a/b testing; kafka,en,online,3,True,3,False,0.0
mentor_1d9d0543,Светлана Иванов,mentor,senior,Data Science,BI Analyst,R; spark; statistics; mlflow; python; kafka; pandas; sql; pytorch; smart contracts,ru,offline,10,False,0,False,0.0
mentor_f061e9b1,Вера Соловьёв,mentor,senior,Backend,Software Engineer,redis; mongodb; kubernetes; microservices; java; sql; kafka; docker; node.js,,online,8,True,5,True,0.2
mentor_a1cd7f14,Ольга Степанов,mentor,senior,QA,Manual Tester,appium; git; cypress; selenium; api testing; allure; sql; postman; jira; pytest; python; jmeter,,offline,9,True,6,False,0.0
mentor_a72793d0,Вера Захаров,mentor,middle,Backend,Python Developer,sql; python; node.js; redis; mongodb; microservices; go; kubernetes; rest api,ru,online,5,True,8,False,0.0
mentor_a1c6e70c,Арсений Морозов,mentor,lead,DevOps,SRE,linux; jenkins; gcp; terraform; helm; kubernetes; github actions; bash; docker; aws; azure; prometheus,,,11,True,8,False,0.0
mentor_46d27820,Валерия Иванов,mentor,middle,Frontend,React Developer,css; typescript; react; angular; graphql; javascript; vite; tailwind; a/b testing,en,hybrid,2,True,6,False,0.0
mentor_b93ba98d,Надежда Фёдоров,mentor,lead,Product Analytics,Growth Analyst,looker; sql; python; google analytics; amplitude; power bi; a/b testing; mixpanel; excel; tableau,ru,offline,16,True,3,False,0.0
mentor_ddc6c099,Владимир Иванов,mentor,senior,Data Science,Data Scientist,tensorflow; mlflow; scikit-learn; pytorch; kafka; docker; statistics; python,ru,offline,7,False,0,False,0.0
mentor_8e02916d,Светлана Захаров,mentor,senior,Product Analytics,CRM Analyst,python; statistics; tableau; google analytics; sql; mixpanel; a/b testing; excel; looker; power bi; amplitude,ru,online,12,True,8,False,0.0
mentor_d8c39f71,Екатерина Николаев,mentor,middle,QA,Test Analyst,pytest; postman; python; selenium; git,ru,hybrid,3,True,3,False,0.0
mentor_d7acb940,Егор Николаев,mentor,lead,Frontend,TypeScript Developer,react; javascript; html; css; graphql; tailwind; typescript; vue; next.js; figma; webpack,,online,9,False,0,False,0.0
mentor_6ab11f5f,Антон Павлов,mentor,senior,Data Science,Data Scientist,airflow; python; sql; mlflow; spark; scikit-learn; statistics; tensorflow; pandas; docker; kafka; numpy,en,offline,11,True,1,False,0.0
mentor_1cb00696,Светлана Никитин,mentor,senior,Product Analytics,Growth Analyst,python; tableau; looker; amplitude; excel; mixpanel; statistics; a/b testing; google analytics; power bi; sql,ru,online,8,False,0,False,0.0
mentor_452a1bb8,Кирилл Зайцев,mentor,lead,Blockchain,DeFi Developer,web3.js; defi; rust; ethereum; hardhat; typescript; python; smart contracts; nft; ethers.js,,online,16,False,0,False,0.0
mentor_9cf5af00,Анна Лебедев,mentor,senior,Mobile,Flutter Developer,,,,6,True,4,False,0.0
