id,name,level_raw,level_score,domain,profession,language,language_set,format,format_set,skills_normalized,skills_missing,domain_vector,domain_fallback,experience_years,experience_norm,available,hours_per_week,boosted,boost_k
mentor_918876d4,Иван Борисов,senior,3,QA,QA Engineer,ru+en,en|ru,hybrid,hybrid|offline|online,sql; cypress; api testing; python; selenium; test planning; jmeter; numpy,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,6,0.6392,False,0,False,0.0
mentor_8954741a,Алексей Волков,middle,2,Mobile,React Native Developer,ru,ru,,,flutter; objective-c; xcode; ui/ux; git; firebase; java; swift; react native,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0,5,0.5885,True,4,False,0.0
mentor_9fea299c,Тамара Козлов,senior,3,Game Development,Technical Artist,ru,ru,online,online,game design; git; opengl; unreal engine; physics simulation; c#; python; lua; c++; unity; blender,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,6,0.6392,True,1,False,0.0
mentor_0c7311c4,Татьяна Петров,senior,3,Product Analytics,A/B Test Specialist,ru,ru,online,online,google analytics; statistics; python; mixpanel; a/b testing; tableau; sql; looker,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,8,0.7217,True,5,True,0.07
mentor_cbb27278,Дарья Лебедев,middle,2,Game Development,Unreal Engine Developer,en,en,online,online,unity; python; git; c++; opengl; c#; lua; physics simulation,0,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0,3,0.4553,True,2,False,0.0
mentor_aac92031,Кирилл Макаров,lead,4,DevOps,Platform Engineer,ru,ru,online,online,terraform; prometheus; docker; bash; gcp; ansible; kubernetes; grafana; helm; azure; jenkins,0,"0.0668,0.0059,0.0393,0.0284,0.8191,0.011,0.0068,0.0076,0.0084,0.0067",0,12,0.8425,False,0,False,0.0
mentor_ad21f467,Тимур Борисов,middle,2,QA,SDET,ru,ru,online,online,,1,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0,6,0.6392,True,1,False,0.0
mentor_20d83716,Никита Андреев,lead,4,DevOps,Platform Engineer,ru,ru,,,docker; prometheus; github actions; jenkins; gcp; grafana; azure; helm; terraform; ansible,0,"0.0668,0.0059,0.0393,0.0284,0.8191,0.011,0.0068,0.0076,0.0084,0.0067",0,16,0.9306,False,0,False,0.0
mentor_4b818f65,Сергей Павлов,lead,4,Frontend,Web Developer,ru+en,en|ru,online,online,javascript; figma; typescript; next.js; graphql; webpack; vue; html; tailwind; angular; react; css; vite,0,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0,18,0.9671,True,5,False,0.0
mentor_4c91d7f6,Полина Попов,middle,2,Product Analytics,Web Analyst,ru,ru,online,online,python; excel; statistics; mixpanel; tableau; google analytics,0,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0,4,0.5286,False,0,False,0.0
mentor_63e768ae,Людмила Павлов,senior,3,DevOps,CI/CD Engineer,en,en,hybrid,hybrid|offline|online,jenkins; azure; kubernetes; ansible; terraform; grafana; prometheus; helm,0,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0,12,0.8425,False,0,False,0.0
mentor_9f628e74,Павел Петров,senior,3,Mobile,Flutter Developer,ru+en,en|ru,online,online,xcode; swift; rest api; kotlin; java; firebase; android studio; ui/ux; objective-c; react native; metasploit,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0,9,0.7563,True,4,False,0.0
mentor_fc4fb7dd,Андрей Степанов,middle,2,Cybersecurity,SOC Analyst,,,,,wireshark; owasp; nmap; metasploit; network security; rest api,0,"0.0156,0.0234,0.8079,0.0173,0.0436,0.0052,0.0258,0.0149,0.0248,0.0215",0,5,0.5885,True,2,False,0.0
mentor_69b8e6d5,Людмила Волков,senior,3,Frontend,UI Developer,ru,ru,offline,offline,typescript; vue; graphql; figma; tailwind; react; css; physics simulation,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0,8,0.7217,True,8,True,0.15
mentor_39b596d8,Сергей Михайлов,middle,2,Backend,Software Engineer,,,online,online,,1,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0,6,0.6392,True,3,False,0.0
mentor_db3a124c,Дмитрий Николаев,senior,3,Backend,Database Engineer,,,online,online,mongodb; java; grpc; docker; microservices; sql; postgresql; go; kubernetes; node.js; git,0,"0.6365,0.017,0.0142,0.0913,0.0535,0.0035,0.0203,0.0843,0.0421,0.0372",0,7,0.683,True,8,False,0.0
mentor_4a41d3f2,Павел Васильев,lead,4,Backend,Go Developer,ru,ru,hybrid,hybrid|offline|online,kafka; redis; sql; go; docker; grpc; microservices; kubernetes; rest api; python; java; node.js; test planning,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0,12,0.8425,True,8,False,0.0
mentor_0c64e03e,Иван Михайлов,senior,3,Product Analytics,A/B Test Specialist,en,en,online,online,python; power bi; looker; sql; a/b testing; mixpanel; excel; tableau; amplitude; google analytics; statistics; tensorflow,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,9,0.7563,True,6,False,0.0
mentor_a0296527,Алина Никитин,senior,3,Product Analytics,Growth Analyst,ru,ru,online,online,google analytics; sql; excel; amplitude; mixpanel; a/b testing; statistics,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0,12,0.8425,True,1,True,0.07
mentor_cd4b1e31,Екатерина Степанов,senior,3,Blockchain,Web3 Engineer,ru,ru,hybrid,hybrid|offline|online,truffle; nft; defi; typescript; python; solidity; smart contracts; rust; ethereum; hardhat,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0,6,0.6392,False,0,False,0.0
mentor_3bb6e198,Ольга Фёдоров,lead,4,Game Development,Technical Artist,,,,,unity; blender; lua; physics simulation; c#; game design; unreal engine; c++; opengl; python,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,19,0.984,True,2,False,0.0
mentor_917561bb,Татьяна Попов,senior,3,Frontend,UI Developer,ru,ru,online,online,html; react; tailwind; angular; typescript; webpack; css; figma; vite,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0,11,0.8162,True,5,False,0.0
mentor_2a89d9c0,Дарья Морозов,lead,4,Game Development,Game Designer,en,en,hybrid,hybrid|offline|online,physics simulation; python; game design; lua; unity; git; c#; blender; c++; unreal engine,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0,17,0.9494,True,2,False,0.0
mentor_dccf2e6d,Андрей Павлов,senior,3,DevOps,Cloud Engineer,ru+en,en|ru,online,online,bash; gcp; docker; prometheus; github actions; terraform; linux; helm; kubernetes; ansible; grafana,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,7,0.683,False,0,False,0.0
mentor_b2101daf,Елена Никитин,senior,3,QA,QA Engineer,,,,,,1,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,7,0.683,True,5,False,0.0
mentor_2b5c4148,Сергей Кузнецов,senior,3,Frontend,UI Developer,ru,ru,online,online,css; react; webpack; html; graphql; vue; typescript; figma; tailwind; javascript; vite; angular; metasploit,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0,6,0.6392,True,2,False,0.0
mentor_0e72b086,Алексей Михайлов,senior,3,Product Analytics,Retention Analyst,,,,,google analytics; amplitude; tableau; mixpanel; a/b testing; looker; excel; statistics; sql,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0,9,0.7563,False,0,False,0.0
mentor_36a6138c,Валерия Никитин,middle,2,Game Development,Unreal Engine Developer,en,en,hybrid,hybrid|offline|online,lua; unreal engine; opengl; git; c#; c++; unity; python; physics simulation,0,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0,5,0.5885,True,3,False,0.0
mentor_b8a1fbe0,Павел Козлов,senior,3,Mobile,Kotlin Developer,ru,ru,hybrid,hybrid|offline|online,firebase; android studio; git; react native; ui/ux; kotlin; flutter; rest api; swift,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0,6,0.6392,False,0,True,0.08
mentor_80dfe5db,Алина Васильев,senior,3,Game Development,Unreal Engine Developer,ru+en,en|ru,,,python; game design; c#; unity; blender; unreal engine; c++; physics simulation; lua; git,0,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0,9,0.7563,True,8,False,0.0
mentor_ad240e95,Татьяна Лебедев,senior,3,QA,SDET,ru,ru,,,python; allure; appium; sql; test planning; postman; api testing,0,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0,5,0.5885,True,1,False,0.0
mentor_daea42a1,Иван Павлов,senior,3,Frontend,Angular Developer,,,,,,1,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0,5,0.5885,True,2,False,0.0
mentor_e311b103,Анна Орлов,senior,3,Blockchain,Web3 Engineer,ru,ru,hybrid,hybrid|offline|online,,1,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0,9,0.7563,True,6,False,0.0
mentor_601923cb,Денис Степанов,senior,3,Cybersecurity,Incident Response Analyst,,,,,python; nmap; siem; metasploit; cryptography; penetration testing; linux; wireshark; burp suite; owasp; network security,0,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0,11,0.8162,True,1,False,0.0
mentor_58177dfe,Татьяна Алексеев,senior,3,Mobile,Android Developer,ru,ru,offline,offline,ui/ux; java; git; firebase; android studio; swift; flutter; kotlin,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0,8,0.7217,True,6,False,0.0
mentor_6f999830,Вера Петров,senior,3,Data Science,NLP Engineer,ru,ru,offline,offline,spark; pandas; numpy; pytorch; airflow; tensorflow; python; docker; scikit-learn; kafka,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0,9,0.7563,True,8,False,0.0
mentor_06840e19,Вера Семёнов,senior,3,Product Analytics,Growth Analyst,ru,ru,,,sql; excel; power bi; tableau; a/b testing; amplitude; google analytics; mixpanel; statistics,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0,10,0.7876,False,0,False,0.0
mentor_9009aa7b,Павел Фёдоров,middle,2,Blockchain,Smart Contract Developer,ru,ru,online,online,ethereum; solidity; truffle; ethers.js; typescript; hardhat; smart contracts; python,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0,3,0.4553,True,1,False,0.0
mentor_2572c3fd,Ольга Андреев,senior,3,Product Analytics,A/B Test Specialist,ru+en,en|ru,offline,offline,mixpanel; google analytics; amplitude; a/b testing; statistics; tableau; sql; python; power bi; looker,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,10,0.7876,True,4,False,0.0
mentor_9a33d818,Егор Егоров,middle,2,Product Analytics,Marketing Analyst,ru,ru,offline,offline,amplitude; statistics; python; power bi; tableau; mixpanel; sql; metasploit,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0,3,0.4553,True,2,False,0.0
mentor_888f975f,Антон Попов,middle,2,QA,Performance Tester,ru,ru,online,online,sql; postman; git; appium; pytest; rest api,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0,2,0.3608,True,3,False,0.0
mentor_371f23f2,Людмила Павлов,senior,3,Frontend,Vue Developer,en,en,offline,offline,graphql; vite; javascript; next.js; html; figma; react; sql,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0,11,0.8162,True,2,False,0.0
mentor_540ebe81,Надежда Захаров,senior,3,QA,QA Engineer,ru,ru,online,online,appium; selenium; jira; pytest; sql; python; api testing; test planning,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,5,0.5885,True,1,False,0.0
mentor_bb4eff35,Светлана Попов,middle,2,Cybersecurity,Security Architect,ru,ru,online,online,wireshark; nmap; penetration testing; network security; burp suite,0,"0.0145,0.0202,0.8354,0.0142,0.0483,0.007,0.0196,0.0106,0.0172,0.013",0,5,0.5885,True,2,False,0.0
mentor_a7357826,Наталья Новиков,senior,3,Mobile,Mobile Architect,ru+en,en|ru,online,online,firebase; rest api; xcode; swift; git; java; ui/ux; flutter; objective-c; kotlin; react native; android studio,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0,10,0.7876,True,5,False,0.0
mentor_b0698586,Максим Новиков,senior,3,Product Analytics,A/B Test Specialist,ru,ru,hybrid,hybrid|offline|online,tableau; python; amplitude; sql; excel; google analytics; a/b testing; react native,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,8,0.7217,True,1,True,0.19
mentor_c44e63fa,Вера Лебедев,senior,3,DevOps,SRE,ru,ru,online,online,prometheus; azure; kubernetes; bash; gcp; github actions; jenkins; linux; docker; terraform; aws; grafana,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0,6,0.6392,True,2,True,0.2
mentor_2ad31095,Дарья Зайцев,senior,3,Mobile,React Native Developer,ru,ru,online,online,xcode; firebase; git; rest api; flutter; react native; swift; java; ui/ux; kotlin,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0,5,0.5885,True,6,False,0.0
mentor_851b59ba,Дмитрий Козлов,senior,3,Blockchain,DeFi Developer,ru,ru,offline,offline,ethereum; truffle; python; web3.js; nft; hardhat; rust; smart contracts; typescript; ethers.js,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0,12,0.8425,False,0,False,0.0
mentor_beccb220,Павел Петров,senior,3,Blockchain,Solidity Developer,,,online,online,,1,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,10,0.7876,False,0,False,0.0
mentor_d61a3dfb,Вера Никитин,middle,2,Backend,Software Engineer,,,,,,1,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0,4,0.5286,False,0,False,0.0
mentor_6e3e76aa,Ирина Степанов,lead,4,DevOps,DevOps Engineer,ru,ru,online,online,ansible; grafana; github actions; bash; terraform; jenkins; helm; gcp; prometheus,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0,12,0.8425,True,4,False,0.0
mentor_04f61baa,Виктория Новиков,senior,3,Game Development,Unreal Engine Developer,en,en,offline,offline,,1,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0,6,0.6392,False,0,False,0.0
mentor_c67f0734,Антон Козлов,middle,2,Blockchain,Crypto Analyst,ru,ru,offline,offline,,1,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0,5,0.5885,True,3,False,0.0
mentor_3aa59e00,Надежда Зайцев,middle,2,Game Development,Technical Artist,,,,,,1,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,2,0.3608,True,1,False,0.0
mentor_8527999e,Виктория Захаров,middle,2,QA,Test Automation Engineer,,,,,git; cypress; test planning; pytest; appium; selenium; allure; jira,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0,4,0.5286,False,0,True,0.1
mentor_70414c16,Максим Соловьёв,senior,3,Mobile,React Native Developer,,,hybrid,hybrid|offline|online,ui/ux; react native; kotlin; xcode; objective-c; git; java; firebase,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0,6,0.6392,True,2,False,0.0
mentor_5c39db24,Сергей Захаров,senior,3,Blockchain,DeFi Developer,ru+en,en|ru,hybrid,hybrid|offline|online,ethers.js; python; nft; web3.js; rust; truffle; solidity; hardhat; typescript; smart contracts,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0,8,0.7217,True,8,False,0.0
mentor_7b7ab7f3,Максим Алексеев,senior,3,DevOps,DevOps Engineer,ru+en,en|ru,offline,offline,azure; grafana; docker; prometheus; terraform; github actions; jenkins; bash; ansible,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0,12,0.8425,True,6,False,0.0
mentor_b295ce30,Денис Никитин,lead,4,QA,QA Lead,ru,ru,online,online,git; appium; jmeter; postman; pytest; api testing; python; allure; test planning; sql; cypress,0,"0.0365,0.016,0.0163,0.0362,0.006,0.0138,0.0503,0.0255,0.0415,0.7579",0,16,0.9306,True,5,False,0.0
mentor_093ff699,Юлия Иванов,middle,2,Data Science,ML Engineer,ru,ru,online,online,python; mlflow; numpy; docker; airflow; scikit-learn,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0,4,0.5286,True,3,False,0.0
mentor_c0f06993,Тимур Лебедев,senior,3,QA,Test Automation Engineer,ru,ru,online,online,appium; python; selenium; cypress; api testing; test planning; jmeter; jira; postman; git; pytest,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0,5,0.5885,True,4,False,0.0
mentor_fcfd3581,Елена Степанов,senior,3,Frontend,Angular Developer,en,en,online,online,react; vite; angular; graphql; html; next.js; css; javascript; vue; tailwind; figma; webpack,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0,8,0.7217,False,0,True,0.07
mentor_eea8f591,Александр Кузнецов,senior,3,DevOps,Kubernetes Engineer,ru,ru,hybrid,hybrid|offline|online,,1,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0,12,0.8425,False,0,False,0.0
mentor_6add6af4,Полина Соловьёв,senior,3,Blockchain,DeFi Developer,en,en,online,online,hardhat; defi; python; typescript; ethers.js; smart contracts; web3.js; solidity; rust,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0,12,0.8425,True,8,False,0.0
mentor_bafa1dd7,Вера Михайлов,middle,2,Game Development,Game Designer,ru,ru,online,online,lua; opengl; physics simulation; c++; git; c#; game design; prometheus,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0,6,0.6392,True,6,False,0.0
mentor_7ee4537b,Антон Попов,senior,3,Mobile,Swift Developer,,,online,online,swift; kotlin; android studio; xcode; git; react native; flutter; linux,0,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0,12,0.8425,True,4,False,0.0
mentor_35177986,Максим Петров,senior,3,Game Development,Unreal Engine Developer,,,,,game design; unity; git; physics simulation; opengl; python; c++; unreal engine; lua; c#; blender,0,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0,5,0.5885,True,5,False,0.0
mentor_b2bfcd68,Андрей Михайлов,senior,3,Mobile,Swift Developer,ru,ru,online,online,flutter; firebase; swift; kotlin; rest api; java; objective-c; git; react native; android studio; ui/ux; xcode; go,0,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0,10,0.7876,True,5,False,0.0
mentor_6313d5be,Валерия Макаров,middle,2,Blockchain,Crypto Analyst,en,en,offline,offline,ethers.js; nft; ethereum; smart contracts; truffle; web3.js; solidity; defi,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0,2,0.3608,True,5,True,0.13
mentor_deb7b68e,Вера Никитин,lead,4,Game Development,Unreal Engine Developer,,,,,python; c#; unreal engine; c++; opengl; game design; unity; blender,0,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0,16,0.9306,True,8,True,0.11
mentor_d30a88c4,Денис Зайцев,middle,2,Cybersecurity,Security Engineer,,,,,wireshark; python; burp suite; owasp; metasploit; nmap; cryptography,0,"0.0189,0.0201,0.8251,0.0179,0.0412,0.0105,0.017,0.0053,0.0267,0.0173",0,3,0.4553,False,0,False,0.0
mentor_1800bca8,Юлия Морозов,lead,4,Mobile,iOS Developer,en,en,online,online,git; flutter; kotlin; xcode; ui/ux; objective-c; swift; react native; java; android studio; rest api; firebase,0,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0,14,0.8895,False,0,False,0.0
